image_name|comment_number|comment|corrected_comment
101001624.jpg|0|"The "" white out "" conditions of snow on the ground seem to almost obliverate the details of a man dressed for the cold weather in a heavy jacket and red hat riding a bicycle in a suburban neighborhood ."|"Газар дээрх цас ""цагаан"" байгаа нь хүйтэн цаг агаарт өмссөн хүнд хүрэм, улаан малгай өмссөн хүний хотын захын хороололд унадаг дугуй унадаг хүний нарийн ширийн зүйлийг бараг мартсан мэт."
1010031975.jpg|0|Five men , uniformly dressed in white shirts , tie and black slacks converse at the back of an open van .|Цагаан цамц, зангиа, хар өмд өмссөн, жигд хувцасласан таван эрэгтэй задгай фургоны ард ярилцаж байна.
1010087179.jpg|0|A tan man with a backwards hat looks at the camera while walking through a factory .|Урт малгайтай бор шаргал эр үйлдвэрийн дундуур явж байхдаа камер руу харж байна.
1010087623.jpg|0|A caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor .|Богино ханцуйтай хар цамц өмссөн кавказ эр, ханцуйгүй даашинз өмссөн бараан арьстай эмэгтэй конвейер дээр ажиллаж байна.
10101477.jpg|0|Man wearing a blue and white outfit , holding a broom , with a traditional Asian architecture in the background .|Азийн уламжлалт архитектурын урд цэнхэр цагаан өнгийн хувцас өмссөн, шүүр барьчихсан зогсож байна
1010470346.jpg|0|two men in florescent vests are standing next to parked cars in front of a small building while one of them converses with a driver and a woman on a bike is seen riding by|Флюресцент хантаазтай хоёр эрэгтэй зогсоолтой жижиг байшингийн урд зогсож байхад тэдний нэг нь жолоочтой ярилцаж, мөн дугуй унасан эмэгтэй харагдана.
1010673430.jpg|0|A little girl in a pink shirt and a little girl in an orange shirt sitting in the grass .|Ягаан цамцтай бяцхан охин , улбар шар өнгийн цамцтай бяцхан охин зүлгэн дээр сууж байна.
101093029.jpg|0|A person in tan pants is inside a silver mobile object while people watch .|Хүмүүсийн өмнө бор өмд өмссөн хүн мөнгөн хөдөлгөөнт объект дотор байна.
101093045.jpg|0|A man in black approaches a strange silver object containing a person , while many onlookers observe from behind a roped off barrier .|Хар хувцастай эр, хүн агуулсан хачирхалтай мөнгөн зүйл рүү ойртож байхад олон хүмүүс олстой хаалтны цаанаас ажиглаж байна.
1011572216.jpg|0|bride and groom walking side by side out of focus on pathway next to brick building .|Бэр, хүргэн тоосгон барилгын хажуугийн зам дээр зэрэгцэн алхаж байна.
1012150929.jpg|0|A little boy plays with a Nintendo GameCube controller inside a McDonald 's .|Бяцхан хүү McDonald's дотор Nintendo GameCube тоглоом тоглож байна.
1012212859.jpg|0|White dog with brown ears standing near water with head turned to one side .|Хүрэн чихтэй цагаан нохой толгойгоо нэг тал руугаа эргүүлээд усны дэргэд зогсож байна.
1012328893.jpg|0|A group of people picnicking at picnic tables in front of a playground .|Тоглоомын талбайн урд талд пикникийн ширээн дээр зугаалж буй хэсэг хүмүүс.
101262930.jpg|0|Two asian or spanish people , a woman and a man , sitting together in front of a glass window as cars pass .|Ази эсвэл Испани хоёр эмэгтэй эрэгтэй, эмэгтэй хүмүүс шилтэй цонхны өмнө машинууд өнгөрч байна.
1013536888.jpg|0|Women are seated at a picnic table eating , while a man in a white t-shirt and a yellow and orange balloon design on his head stands in the background .|Эмэгтэйчүүд пикникийн ширээний ард сууж хоол идэж байгаа бол цагаан цамц өмссөн, толгой дээрээ шар, улбар шар өнгийн бөмбөлөг загвартай эр ард нь зогсож байна.
101362133.jpg|0|A young female student performing a downward kick to break a board held by her Karate instructor .|Залуу оюутан охин каратэгийн багшийн барьж буй самбарыг эвдэхийн тулд доош цохиж байна.
101362650.jpg|0|Two people are demonstrating martial arts to a crowd and jumping over three youngsters who are crouched on the mat .|Хоёр хүн цугласан олонд тулааны урлаг үзүүлж, дэвсгэр дээр бөхийсөн гурван залуугийн дээгүүр харайж байна.
1014609273.jpg|0|People on two balconies and a man climbing up a pipe towards the lower balcony getting liquid poured on him .|Хоёр тагтан дээр байгаа хүмүүс болон доод тагтан руу яндангаар дээш авирч буй нэгэн эрэгтэй түүн дээр шингэн асгав.
101471792.jpg|0|A man with a red jacket is shielding himself from the sun trying to read a piece of paper .|Улаан хүрэмтэй эр цаас унших гээд нарнаас хамгаалж байна .
1014785440.jpg|0|Two men are carrying children on their backs down the street on a sunny day in a nice neighborhood .|Сайхан хорооллын нарлаг өдөр гудамжинд хоёр эр хүүхдүүдийг нуруун дээрээ үүрч явна .
1015118661.jpg|0|Smiling boy in white shirt and blue jeans in front of rock wall with man in overalls behind him .|Хадны хананы өмнө цагаан цамц, цэнхэр жинсэн өмд өмссөн инээмсэглэж буй хүү, ард нь комбинзон өмссөн эрэгтэй.
1015584366.jpg|0|A mottled black and gray dog in a blue collar jumping over a fallen tree .|
101559400.jpg|0|Men in the business suits are crossing the street , and there are people with placards are gathering on the street .|
1015712668.jpg|0|A man in a red long-sleeved shirt bikes over a body of water on a bridge .|
10160966.jpg|0|A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .|
101654506.jpg|0|The white and brown dog is running over the surface of the snow .|
1016626169.jpg|0|Man on scooter attracts attention from some of those in large crowd .|
101669240.jpg|0|A person wearing skis looking at framed pictures set up in the snow .|
1016887272.jpg|0|Several climbers in a row are climbing the rock while the man in red watches and holds the line .|
1017675163.jpg|0|A young gymnast , jumps high in the air , while performing on a balance beam .|Залуу гимнастикч тэнцвэрийн туяан дээр тоглож байхдаа агаарт өндөрт үсэрч байна.
1018057225.jpg|0|a boy in a black t-shirt and blue jeans is pushing a toy three wheeler around a small pool .|
1018148011.jpg|0|A group of people stand in the back of a truck filled with cotton .|
101859883.jpg|0|a woman with a red jacket and headscarf looks out over a scenic view of a bay through a set of pay binoculars on a viewing deck .|
10188041.jpg|0|A man in a black coat walks past a red spaceship with a parking ticket stuck to its window .|
1019077836.jpg|0|Large brown dog running away from the sprinkler in the grass .|
101958970.jpg|0|A man and a little girl happily posing in front of their cart in a supermarket .|
1019604187.jpg|0|A dog prepares to catch a thrown object in a field with nearby cars .|
102030371.jpg|0|A man wearing a green shirt and a dark colored vest is sitting at a table with a glass of water in front of him .|
1020651753.jpg|0|A white dog is trying to catch a ball in midair over a grassy field .|
1021293940.jpg|0|Two men are hiking in a forest where snow is partially covering the ground .|
1021332107.jpg|0|An elderly man with facial hair and glasses , standing in his living room holding a hutch cabinet with glass doors .|
1021439420.jpg|0|two guys sitting on the floor , with the guy in the green jacket reading a piece of paper .|
1021442086.jpg|0|A bearded man wearing glasses , a red shirt , and a hat is reading a map while sitting in a car .|
1022454332.jpg|0|a large lake with a lone duck swimming in it with several people around the edge of it .|
1022454428.jpg|0|A couple and an infant , being held by the male , sitting next to a pond with a nearby stroller .|
102268204.jpg|0|Three men are standing at night near a black car near a shelter filled with bicycles .|
1022975728.jpg|0|A black lab with tags frolicks in the water .|
102351840.jpg|0|A man is drilling through the frozen ice of a pond .|
1024138940.jpg|0|Two different breeds of brown and white dogs play on the beach .|
102455176.jpg|0|an ice climber in a blue jacket and black pants is scaling a frozen ice wall .|
1024613706.jpg|0|Two young men and a young lady walk through a field near the water .|
102520526.jpg|0|A man in black attire shovels snow into the street , disregarding all public safety .|
102575576.jpg|0|A couple in their wedding attire stand behind a table with a wedding cake and flowers .|
102617084.jpg|0|Five snowmobile riders all wearing helmets and goggles line up in a snowy clearing in a forest in front of their snowmobiles ; they are all wearing black snow pants and from left to right they are wearing a black coat , white coat , red coat , blue coat , and black coat .|
1026685415.jpg|0|A black dog carries a green toy in his mouth as he walks through the grass .|
1026792563.jpg|0|A group of woman and children are standing or sitting in front of rows of vegetables .|
1027149103.jpg|0|A band is playing in front of an audience and the singer is wearing an orange shirt and has tattoos on his arm .|
1027211271.jpg|0|A young woman with short blond-hair wearing jeans and a striped long-sleeved sweater jumping in midair on a skateboard with trees in the background .|
1028205764.jpg|0|A man and a little boy in blue life jackets are rowing a yellow canoe .|
102851549.jpg|0|A little boy looks at the camera while a woman behind him seems to be laughing very hard and the woman on the right has a big smile on her face .|
102860573.jpg|0|A construction site on a street with three men working .|
10287332.jpg|0|Two men sitting on the roof of a house while another one stands on a ladder .|
1028982826.jpg|0|Two men , one younger guy with a yellow shirt that has luggage and the other and older guy , are sitting on a bench in front of a large building that has a billboard for glasses and sunglasses .|
1029450589.jpg|0|An adult wearing a gray shirt with red sleeves sleeping on a couch .|
1029737941.jpg|0|Boy in brown shirt with headphones on sits on woman 's shoulders in a crowd .|
1029802110.jpg|0|During a gay pride parade in an Asian city , some people hold up rainbow flags to show support .|
102998070.jpg|0|A young man in a blue sweater cleaning fish while three other men watch , one a man a cigarette , or match in his month .|
1030041880.jpg|0|Woman in a green dress with a white top and red-hair singing in a room with a blue roof while band equipment is being prepared .|
103031977.jpg|0|Four college-aged individuals - two males and two females - sitting on the concrete steps outside of a brick building|
1030985833.jpg|0|The Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .|
103106960.jpg|0|A young male kneeling in front of a hockey goal with a hockey stick in his right hand .|
103195344.jpg|0|The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .|
1031973097.jpg|0|A toddler in a blue shirt with red shorts and hat looks out from behind a fenced in area of a brick patio .|
103205630.jpg|0|Two men , standing on an ice , looking into something covered with a blue tarp .|
1032122270.jpg|0|Three dogs are standing in the grass and a person is sitting next to them|
1032460886.jpg|0|There is a skyscraper in the distance with a man walking in front of the camera .|
103306033.jpg|0|A woman wearing a brown dress with a matching turban is pushing a toddler through a park in his stroller .|
103328091.jpg|0|A Asian male wearing a red shirt is sitting next to a grocery stand selling fruits .|
1033767085.jpg|0|a young child with a Band-Aid on his head sits eating at a small white table with a little girl eating off a yellow plate .|
1034276567.jpg|0|A small boy putting something in his mouth with both hands .|
1034985636.jpg|0|A man with wild hair rocks a show playing a guitar center stage .|
1035019794.jpg|0|A person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .|
10350842.jpg|0|A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .|
1035392784.jpg|0|A man in black with long hair playing a guitar with stickers on it .|
103625356.jpg|0|A man in a black shirt crouches next to a dirty unfinished concrete edge while several shovels and other tools lean against a tree nearby .|
103631543.jpg|0|A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant .|
1039360778.jpg|0|A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her .|
103953336.jpg|0|Someone is standing on a long bridge with a cloudy blue sky in the background .|
1039637574.jpg|0|A bride in a light pink dress poses for a picture with male relatives and is being photographed by a man in a cream shirt with white pants .|
10404007.jpg|0|Young white boy on a grassy area with a sad expression on his face .|
1040426962.jpg|0|A man is cooking what appears to be green beans in a grill basket on a grill with a yellow lab standing by him while someone takes a picture from above .|
104136873.jpg|0|Three people are on a hilltop overlooking a green valley .|
104180524.jpg|0|A group of tourists is crossing a bridge that connects a walking path to a trail of nature .|
1042020065.jpg|0|A young boy wearing a jersey looks down over a ledge at many boats in the water .|
1042359076.jpg|0|A older man holds an object and is looking at two young girls that sit across from him at a table that is outside .|
1042590306.jpg|0|A man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .|
104285082.jpg|0|A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on .|
1043819504.jpg|0|A group of 11 people in winter wear such as beanies , skiing jackets , gloves and backpacks are standing in snow paddles outside a house made of ice blocks while a person in front of the door seems to be leading them .|
1043910339.jpg|0|A baseball player in red leaps into the air to avoid a player in blue , who is shortly behind him as he catches the ball , while other blue team members look on in the background .|
1044434135.jpg|0|A man in the foreground wearing a white shirt and black pants riding a bicycle with a basket in a busy street .|
1044764620.jpg|0|A man on a ladder is painting a brick wall in a warehouse .|
1044798682.jpg|0|A man wearing a hat and a white shirt is cleaning windows .|
1045124251.jpg|0|a blond-haired man with glasses and a blank tank top is sitting next to another man with glasses and headphones while sitting on a train .|
1045309098.jpg|0|Juggling her shopping bags and Betty Boop backpack and young woman crosses a city street .|
1045521051.jpg|0|A young man sits on the floor by the television with a fast food meal in front of him .|
10459869.jpg|0|Several asian people are eating together around a table .|
104669470.jpg|0|A woman with flowers in her hair balances a large bowl of assorted fruits on her head .|
104700891.jpg|0|A man wearing a gray jacket and blue work pants is standing in a hole in the ground|
104763189.jpg|0|A shirtless young boy on a bicycle too big for him being supported by 3 other young shirtless boys in a grass field .|
1047921035.jpg|0|A man in a bandanna and a dirty t-shirt , and a woman in a graphic t-shirt , are standing next to a oblong hole with smoke coming out .|
104816788.jpg|0|This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger , her feet or her sleepy smile .|
104824673.jpg|0|An African individual is looking into the camera while dressed in varying beads and decorations that have a cultural relevance .|
104835889.jpg|0|A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .|
1048710776.jpg|0|a couple of several people sitting on a ledge overlooking the beach|
1049955899.jpg|0|A group of men and women are hiking through a dried up river bed littered with large rocks , which runs between two rocky walls in a dense green forest .|
105077209.jpg|0|A man with a badge is standing on a wood floor next to a structure .|
1051205546.jpg|0|Two women in colorful dresses are sweeping water out of the street while a man watches .|
1051290485.jpg|0|Two separate women , one wearing a white top and black pants , the other wearing all black and a pair of pink flip-flops , kneel on a gray brick sidewalk path in front of green and red bushes .|
1051953669.jpg|0|A young girl wearing a multicolored holding an orange ball in her right hand walking through bright green grass behind a house|
105223874.jpg|0|A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor .|
1052358063.jpg|0|A little boy skateboarder is doing a trick on his board while another young skateboarder watches .|
1053116826.jpg|0|Two little children , one boy and one girl , laugh as they sit on the grass .|
1053243591.jpg|0|Young woman holding a bottle , reaching out from a bench to shake a man 's hand .|
105335409.jpg|0|Man talking on a microphone and a crowd of people in front of him .|
105342180.jpg|0|A girl paddling down a large river , as seen from behind her .|
1053804096.jpg|0|a girl with pigtails is playing in the ocean by the beach .|
1054620089.jpg|0|A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street .|
105493603.jpg|0|Two people sitting beside each other at a table with food on it smiling .|
105493628.jpg|0|White wine and appetizers on are displayed in an upscale restaurant .|
1055623002.jpg|0|A group of four children wearing pajamas have a pillow fight .|
1055753357.jpg|0|Two construction workers are sitting up on the side of a building .|
1056198351.jpg|0|A smiling little boy holds a hand mixer in a bowl .|
1056249424.jpg|0|Two boys , one with a yellow and orange ball , play in some water in front of a field .|
1056338697.jpg|0|A woman with blond-hair wearing a blue tube top is waving on the side of the street .|
1056359656.jpg|0|A young girl sits on a seat and looks at a train pamphlet .|
1056415186.jpg|0|Two Asian girls laughing , as the girl on the right holds an instrument .|
105685221.jpg|0|Several people jogging outside on a sunny day in what seems to be a neighborhood , could be part of a marathon .|
1056873310.jpg|0|Two dogs run towards each other on a rocky area with water in the background .|
1057089366.jpg|0|A kid jumps off the diving board and into the swimming pool below .|
1057210460.jpg|0|A guy stands by a window taking his overshirt off .|
1057251835.jpg|0|A white dog is running down a rocky beach .|
105806535.jpg|0|A young man is bathing , with only his shorts on , in a large wooden pale .|
1059514525.jpg|0|A person is sleeping on a bench on the sidewalk , across the street from a bus stop .|
10602072.jpg|0|Two young girls are playing in the forest ; the younger one is climbing a short tree and is about 2 feet off the ground .|
106027774.jpg|0|It looks as though a soldier is sleeping in a car on his way home after a deployment .|
106027978.jpg|0|Pink shirted woman sleeping in a car with blue and white blanket on her .|
106039369.jpg|0|One man wearing a white shirt is flipping a pancake by flinging it into the air .|
1060605297.jpg|0|Firefighters converse with a man at the scene of an emergency .|
1061467336.jpg|0|A few firefighters , wearing black , yellow , and pink jackets , standing next to a firetruck .|
1061887159.jpg|0|A man is kneeling down with a child on a beach where bright blue and red boats are stationed in the background .|
106300392.jpg|0|A man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on a ladder in order to reach the ceiling .|
106356264.jpg|0|A newsstand so packed with magazines , candy and coke-a-cola products that the smiling woman working behind the counter is easy to miss .|
10637120.jpg|0|A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment .|
106372282.jpg|0|A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both .|
1063866640.jpg|0|Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat .|
106490881.jpg|0|A young boy in swimming trunks is walking with his arms outstretched on the beach .|
106514190.jpg|0|A skier is overlooking the beautiful white snow covered landscape .|
1065323785.jpg|0|Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound .|
1065831604.jpg|0|A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement .|
1066252238.jpg|0|A boy in a pink T-shirt is riding a bike over a sand pile while two others are riding in the street .|
1066831905.jpg|0|Elderly man with cane bends down to look at some plants and is steadied from behind .|
106691539.jpg|0|A male surgeon wearing a red cap and teal scrubs performing surgery with two other men wearing teal scrubs .|
1067180831.jpg|0|A black and white dog is attempting to catch a yellow and purple object in a low cut yard .|
1067675215.jpg|0|A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .|
1067790824.jpg|0|A white and black dog and a brown dog in sandy terrain .|
1068427675.jpg|0|A man in an all black outfit just threw a bowling ball down a lane towards the center of the bowling pins .|
106959209.jpg|0|A man in a black shirt is riding a mule trough the desert , with the sun shining in the background .|
107022557.jpg|0|Two tired-looking men relax on a couch near a wooden trestle table with a coffee cup on it .|
1071201387.jpg|0|A man wearing a reflective vest sits on the sidewalk and holds up pamphlets with bicycles on the cover .|
1072153132.jpg|0|A multicolor dog jumping to catch a tennis ball in a grassy field .|
1072439304.jpg|0|A young helmeted man , in his team uniform , is swinging his bat at an incoming baseball .|
1073145694.jpg|0|A man in a yellow shirt and black shorts getting ready to throw a javelin .|
107318069.jpg|0|Seven large balloons are lined up at nighttime near a crowd .|
1073444492.jpg|0|A guy sitting at a desk talking on a phone with books laying everywhere .|
107368840.jpg|0|Two brunette women in jackets sitting against a wall and looking at the same magazine .|
10751489.jpg|0|Two men are squatting with one man lighting a stick from a candle flame and the other man has his hands folded looking at the ground while a person wearing a bracelet has a phone to their ear .|
107532584.jpg|0|A young man is walking through a busy street beside a mall .|
1075716537.jpg|0|A little boy rides a bike down a hill on a miniature dirt bike .|
107582366.jpg|0|A group of people sit around a table outside on a porch at night .|
1075867198.jpg|0|A man in a brown shirt and dark shorts plays on the beach with his two black dogs .|
1075881101.jpg|0|A child covered in foam is climbing on a black inflatable ramp .|
1076460267.jpg|0|A couple is sitting in a blue raft watching a lot of people in bathing suits on a boat .|
1076503761.jpg|0|A girl with blond-hair is holding a bottle and wearing a blue and green floral bikini on a boat .|
1077546505.jpg|0|A boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .|
1077931201.jpg|0|A man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .|
1078621572.jpg|0|A large group of people traveling down a countryside road in the back of a small pickup truck while one person is walking along side the truck .|
1079013716.jpg|0|Two people are preparing food in a restaurant kitchen .|
1079274291.jpg|0|Two young boys are looking at the camera , one smiling , the other sticking his tongue out .|
107936523.jpg|0|A person with brown pants is sitting around a fenced area that has sparks flying .|
107969134.jpg|0|A mother decides to take her child on a piggyback ride outside their apartment complex .|
1079742005.jpg|0|A woman is resting against a cross shaped pole while looking towards a large body of water .|
107985741.jpg|0|A group of people on a riverbank some sitting on the grass some standing .|
1080230428.jpg|0|A male volleyball player in red trunks tries to block the shot of the opposing player during a professional volleyball game .|
108149945.jpg|0|Two men shoveling snow off a railroad track dressed in bright orange snowsuits .|
10815824.jpg|0|A blond horse and a blond girl in a black sweatshirt are staring at a fire in a barrel .|
1081595465.jpg|0|A group of construction workers dressed in orange safety vest sit on the ground assembling a railroad track .|
1082110795.jpg|0|Two gentlemen in baseball caps and shirts , work on the engine of an old , rusted VW beetle .|
1082223338.jpg|0|A man kneels on the ground doing some sort of project on his own .|
1082250005.jpg|0|A woman wearing a pink shirt and red apron stands in her restaurant holding food and surrounded by bagged breads , a microwave and the chalkboard menu up on the wall .|
1082252566.jpg|0|A large brown dog is pushing a small Boston terrier with his face while anouther dog watches .|
1082379191.jpg|0|A man and woman sitting on a deck next to a lake .|
1082478946.jpg|0|There are workers laying out the tracks for a trolley .|
1082608010.jpg|0|A construction worker in a neon vest is working with electrical equipment while sparks fly .|
1083240835.jpg|0|A woman with red-brown hair and dark painted fingernails is carefully applying mascara .|
1084040636.jpg|0|A white dog is resting its head on a tiled floor with its eyes open .|
1084104085.jpg|0|a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .|
1084527029.jpg|0|Looks like everyone is getting good gas mileage here with all these beautiful scooters !|
108503753.jpg|0|The regional park police helicopter is preparing to land .|
10863862.jpg|0|An older , male construction worker wearing a yellow vest climbing down from the roof of a building onto scaffolding .|
108656820.jpg|0|A group of people are either standing or sitting , some are wearing hats and scarves , while some are not .|
1087168168.jpg|0|A young boy jumping and a young girl sitting in an inflatable pool .|
1087539207.jpg|0|Several children playing on a Polaris vehicle outdoors .|
1088385559.jpg|0|An older woman stir fries vegetables in a home kitchen , with a counter crowded with jars and bottles in the background .|
1088767354.jpg|0|The girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .|
108898978.jpg|0|Two people wearing yellow jackets crosscountry skiing .|
108899015.jpg|0|A lone skier is making their way up a mountain .|
