image_name|comment_number|comment|corrected_comment
428093901.jpg|0|A young woman in a print and black colored top is utilizing flour and other ingredients to bake in the kitchen .|Хэвлэмэл болон хар өнгийн цамц өмссөн залуу эмэгтэй гал тогооны өрөөнд гурил болон бусад орцуудыг жигнэхдээ ашиглаж байна.
428168186.jpg|0|A man is on stage in front of a crowd of people sitting in chairs .|Тайзан дээр сандал дээр сууж буй олон хүмүүсийн өмнө эрэгтэй хүн зогсож байна.
4281866877.jpg|0|Two men and two women in winter clothing walking in a lightly snow-covered field .|Өвлийн хувцастай хоёр эрэгтэй, хоёр эмэгтэй цасанд бага зэрэг хучигдсан талбайд алхаж байна.
4281909449.jpg|0|Person in a neutral colored anorak and head cutting down a pine tree in the forest .|Төвийг сахисан анор, толгойтой хүн ойд нарс мод огтолж байна.
4282367460.jpg|0|A group of runners are entering the finish line from a race over a blue mat .|Хэсэг гүйгч цэнхэр дэвсгэр дээгүүр уралдаж барианд орж байна.
4282385196.jpg|0|A race participant in a white jersey numbered 442 jogs beside a metal fence , behind which people dressed warmly are standing , while in the foreground is a person in a blue jogging jersey .|Уралдаанд оролцогч 442 гүйлтийн дугаартай цагаан өмсгөлтэй төмөр хашааны хажууд, ард нь дулаан хувцасласан хүмүүс зогсож байгаа бол урд талд нь цэнхэр гүйлтийн өмсгөлтэй хүн байна.
428258615.jpg|0|A blond-haired boy wearing a black and white striped shirt and blue pants is kicking a pink soccer ball .|Хар цагаан судалтай цамц, цэнхэр өмд өмссөн шаргал үстэй хүү ягаан хөл бөмбөгийн бөмбөг өшиглөж байна.
4282604922.jpg|0|People are waiting on line to purchase food and other people are waiting on line to put extras onto their purchased food .|Хүмүүс хоол худалдаж авахаар оочерлож, бусад хүмүүс худалдаж авсан хоолондоо нэмэлт зүйл хийхээр оочерлож байна.
4282691555.jpg|0|A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed .|Хавхар хар пальтотой эрэгтэй модны их биений дэргэд зогсож байхад цагаан ороолттой эмэгтэй түүний хажууд толгойгоо үл ялиг бөхийлгөж зогсоно.
4282819676.jpg|0|A little boy and two older kids are playing on gym equipment in a park with benches and trees .|Бяцхан хүү, хоёр том хүүхэд хоёр вандан сандал, мод бүхий цэцэрлэгт хүрээлэнгийн биеийн тамирын тоног төхөөрөмж дээр тоглож байна.
4282923962.jpg|0|Woman in pink long-sleeve shirt sitting in front of piano crying .|Төгөлдөр хуурын өмнө уйлж буй ягаан урт ханцуйтай цамцтай эмэгтэй .
4283472819.jpg|0|A man in a two-toned gray jacket and blue jeans is touching his skis against the top corner of a building in a midair maneuver .|Хоёр өнгийн саарал хүрэм, цэнхэр жинсэн өмд өмссөн эрэгтэй цанагаа барилгын дээд буланд шүргэж, агаарт маневр хийж байна.
428408242.jpg|0|A brown and white dog is jumping with a red Frisbee in its mouth .|Хүрэн цагаан нохой амандаа улаан фрисби бариад үсэрч байна.
4284601289.jpg|0|Men dressed in red and white are standing on one another 's shoulders , creating a 3 story human tower .|Улаан цагаан хувцастай эрчүүд нэг нэгнийхээ мөрөн дээр зогсож 3 давхар хүний цамхаг бүтээж байна.
428483413.jpg|0|A woman with dirty blond-hair and sunglasses and a man with dark hair stand in front of a record store .|Бохир шаргал үстэй, нарны шилтэй эмэгтэй, хар үстэй эрэгтэй хоёр пянзны дэлгүүрийн өмнө зогсож байна.
428485639.jpg|0|A young girl in a blue skirt is propping herself up on bars of a metal structure outside .|Цэнхэр банзал өмссөн залуу охин гадаа төмөр хийцэн дээр тухлан зогсож байна.
4284980126.jpg|0|A group of five dark-skinned people sitting at what looks to be a farmer 's market right behind a fruit that is green and spiky .|Таван хар арьстай хэсэг хүмүүс ногоон, ширүүн жимсний яг ард талд тариачны зах бололтой газарт сууж байна.
428501119.jpg|0|People dressed in bright colored tunics are waving flags .|Тод өнгийн дээл өмссөн хүмүүс туг далбаагаа мандуулж байна.
428506573.jpg|0|Spectators looking on while court jesters are in the street throwing something up in air .|Шүүхийн шоглогчид гудамжинд ямар нэг юм шидэж байхад үзэгчид харж байна.
428512135.jpg|0|Four women dressed in medieval costumes stand with their hands clasped in front of them .|Дундад зууны үеийн хувцас өмссөн дөрвөн эмэгтэй гараа урдаа бариад зогсож байна.
4286588375.jpg|0|A man wearing a cowboy hate and black vest rides a horse in front of spectators .|Ковбой үзэн ядалт, хар хантааз өмссөн эр үзэгчдийн өмнө морь унаж байна.
4287001609.jpg|0|A man is bent over with his gloved hands in some kind of liquid .|Хүн бээлийтэй гараараа ямар нэгэн шингэн зүйлд тонгойж байна.
4287004211.jpg|0|A person wearing red is at the forefront of an underdeveloped city with man hanging cloths visible .|Улаан хувцас өмссөн хүн даавуу өлгөөтэй хүн харагдавч хөгжөөгүй хотын тэргүүн эгнээнд байна.
4287405602.jpg|0|There is a woman standing in some sort of restaurant with her hands up smiling while two men are working to make food .|Ямар нэгэн ресторанд хоёр эрэгтэй хоол хийхээр ажиллаж байх хооронд гараа дээш өргөн инээмсэглэн зогсож буй эмэгтэй байна.
4287633714.jpg|0|A man with brown hair wearing a leather jacket with a white skull , black pants and brown bag on his left shoulder along with a blond woman wearing a leather jacket and black pants with a purple and red backpack on her back with white skull and cross bones both walking down the subway platform .|Зүүн мөрөндөө цагаан гавлын ястай савхин хүрэм, хар өмд, хүрэн цүнх өмссөн бор үстэй эрэгтэй, нуруундаа нил ягаан, улаан үүргэвчтэй савхин хүрэм, хар өмд өмссөн шаргал үстэй эмэгтэй цагаан гавлын яс, хөндлөн ястай хоёулаа метроны тавцангаар алхаж байна.
4287766241.jpg|0|A man and woman , both in black , dance outside of a restaurant while an older man is on a microphone .|Хөгшин эрэгтэй микрофон дээр сууж байхад хар хувцастай эрэгтэй эмэгтэй хоёр рестораны гадаа бүжиглэж байна.
428796930.jpg|0|a black dog is running with a green toy between its paws .|Хар нохой сарвууныхаа завсар ногоон тоглоом бариад гүйж байна.
4288768841.jpg|0|A balding guy with a blue shirt along with a bunch of other people going down what looks like an escalator .|Цэнхэр цамцтай халзан залуу болон бусад хүмүүсийн хамт урсдаг шат шиг бууж байна.
428909907.jpg|0|a guitar and bass player perform on a temporary stage .|Гитар, басс хөгжимчин түр тайзан дээр тоглож байна.
428911994.jpg|0|Two people with guitars and one person with a cello play music and sing together in a white tent with a Canadian flag .|Гитартай хоёр хүн, хийл хөгжимтэй нэг хүн Канадын далбаатай цагаан майханд хамтдаа хөгжим тоглож, дуулж байна .
4289135695.jpg|0|A waitress in a mexican style restaurant is serving a group of people at one of her tables .|Мексик маягийн рестораны зөөгч өөрийн ширээний ард хэсэг хүмүүст үйлчилж байна.
428917415.jpg|0|The men set up their instruments and equipment in preparation for their concert .|Эрэгтэйчүүд тоглолтоо хийхээр зэмсэг, тоног төхөөрөмжөө зассан.
4289221907.jpg|0|A group of nine performers on a stage are shown holding guitars and wearing black and red costumes .|Тайзан дээр есөн жүжигчид гитар барин хар, улаан өнгийн хувцас өмссөн байхыг харуулж байна.
428923523.jpg|0|Two men play music at the South by Southwest Music festival while another man photographs them .|South by Southwest хөгжмийн наадамд хоёр эрэгтэй хөгжим тоглож байхад өөр хүн тэдний зургийг авч байна.
428927040.jpg|0|A man in blue holds a microphone and stands next to another man in blue with an orange wristband in front of a large speaker .|Цэнхэр хувцастай эр микрофон бариад том чанга яригчийн өмнө улбар шар өнгийн бугуйвчтай цэнхэр хувцастай өөр хүний хажууд зогсож байна.
4289389552.jpg|0|A man in a yellow and gray jacket takes a picture of a woman in a white coat carrying a red bag .|Шар саарал хүрэмтэй эрэгтэй улаан цүнх үүрсэн цагаан пальтотой эмэгтэйн зургийг авч байна.
4289481690.jpg|0|This is a rainy night in front of the SWAN Restaurant as a diner leaves in his SUV .|Хун рестораны урд оройн зоогийн газар жийптэйгээ явж байхад бороотой шөнө байна.
428973409.jpg|0|Young people wearing black and white checkers on their shirts , playing music and singing .|Цамцандаа хар цагаан даам өмсөж хөгжим тоглож, дуулж буй залуус .
428979011.jpg|0|An asian long-haired man wearing a yellow hat & long-sleeved shirt talking on a microphone|Шар малгай, урт ханцуйтай цамц өмссөн ази урт үстэй эр микрофон дээр ярьж байна
428980399.jpg|0|A black-haired female guitarist and a male drummer are playing in a large tent .|Том майханд хар үстэй эмэгтэй гитарчин, эрэгтэй бөмбөрчин хоёр тоглож байна.
4290265214.jpg|0|There are three men on set of Sports Center , One man is in a suit with a black jacket top , one is in a white dress shirt with dress pants , and one is in a brown suit .|Спортын төв ордны зураг авалтад гурван эрэгтэй хүн байгаа бөгөөд нэг эрэгтэй хар хүрэмтэй костюмтай, нэг эрэгтэй өмдтэй цагаан даашинзтай, нэг эрэгтэй бор костюмтай.
429043637.jpg|0|Several young girls witness the flight of a man in midair ready to plunge a large pile of leaves in a fenced in backyard .|Хэд хэдэн залуу охид арын хашаан дахь том овоо навчийг живүүлэхэд бэлэн агаарт нисч байгааг гэрчилж байна.
429046716.jpg|0|A man in a tank top holds a stick in a crackling fire at night .|Шөнийн цагаар шаржигнах галд саваа бариулсан цамцтай эр .
4291500527.jpg|0|A grandma dressed in white and blue striped shirt and blue shorts poses with two children wearing white shirts .|Цагаан, цэнхэр судалтай цамц, цэнхэр шорт өмссөн эмээ цагаан цамц өмссөн хоёр хүүхэдтэй зургаа авахуулж байна.
4291704682.jpg|0|Two employees of a food shop wearing red hats , red aprons , and red pants sweep up the sidewalk outside .|Улаан малгай, улаан хормогч, улаан өмд өмссөн хүнсний дэлгүүрийн хоёр ажилтан гадаа явган хүний замыг шүүрдэж байна.
429174232.jpg|0|Two pairs of legs walk past the end of an alley between two brick buildings .|Хоёр хос хөл хоёр тоосгон байшингийн хоорондох гудамжны төгсгөлийн хажуугаар өнгөрч байна.
429205889.jpg|0|Woman standing next to wire tree with ornamental balls hanging from it|Гоёлын бөмбөлөг өлгөөтэй утсан модны дэргэд зогсож буй эмэгтэй
429270993.jpg|0|A man in camouflage pants and a backwards cap carrying a toolbox and a backpack .|Өмд, ардаа малгай өмссөн, багажны хайрцаг, үүргэвч үүрсэн эрэгтэй .
429283612.jpg|0|Two people are standing on a hill overlooking rolling green grass .|Хоёр хүн эргэлдэж буй ногоон зүлэг рүү харсан толгод дээр зогсож байна.
4293592995.jpg|0|"An African-American man in jeans and a white t-shirt that says "" Cuido La Playa "" pushes his blue wooden cart on a sandy beach ."|" Cuido La Playa "" гэж бичсэн жинсэн өмд, цагаан футболк өмссөн Африк гаралтай Америк эр элсэрхэг эрэг дээр цэнхэр модон тэргээ түлхэж байна."""
4294289975.jpg|0|A man in a light green jumpsuit relaxing in the grass .|Цайвар ногоон хослол өмссөн хүн өвсөн дунд амарч байна.
4294390957.jpg|0|A man in a blue suit wearing glasses is standing at a podium talking .|Цэнхэр костюмтай нүдний шил зүүсэн эр индэр дээр зогсож ярьж байна.
4294393495.jpg|0|Three men dressed in suits are standing in front of a India Inc. sign .|Костюм өмссөн гурван эрэгтэй India Inc.-ийн тэмдгийн өмнө зогсож байна.
4294610133.jpg|0|two men are seen talking , one man wears pink and another is sporting a t-shirt for summer school 60th anniversary .|2 эрэгтэй ярилцаж байгаа харагдав, нэг эрэгтэй ягаан өмсөж, нөгөө эрэгтэй зуны сургуулийн 60 жилийн ойд зориулж цамц өмсөж байна.
4294773353.jpg|0|An older man with blond-hair and a black fleece is working on a sculpture .|Шаргал үстэй, хар ноостой хөгшин эр уран баримал дээр ажиллаж байна.
429497076.jpg|0|Five people in a large open room at a convention center with a woman in black bending over the table writing something .|Чуулганы төвийн том задгай өрөөнд таван хүн хар хувцастай эмэгтэй ширээн дээгүүр бөхийж ямар нэгэн юм бичиж байна.
429498940.jpg|0|Next to a projector screen displaying the words DEMOS The Business of Care , a man dressed in a black suit sits at a table with two woman , one dressed in a green shirt and drinking from a glass and the other wearing a gray shirt with a red flower attached .|DEMOS The Business of Care гэсэн бичигтэй проекторын дэлгэцийн хажууд хар хослол өмссөн эрэгтэй хоёр эмэгтэйтэй ширээний ард сууж, нэг нь ногоон цамц өмсөж, нөгөө нь шилтэй архи ууж байна. улаан цэцэг наасан саарал цамц .
429499185.jpg|0|Three people sitting on a table , one woman is speaking , and people are listening to them .|Ширээн дээр гурван хүн сууж, нэг эмэгтэй ярьж, хүмүүс тэднийг сонсож байна.
429500919.jpg|0|This is the image of a woman in a burgundy suite giving a speech at an conference .|Энэ бол чуулган дээр үг хэлж буй бургунд хувцастай эмэгтэйн дүр зураг юм.
4295131462.jpg|0|The ballroom of a big party or maybe a big business meeting which has a lot of people dressing nice .|Том үдэшлэг эсвэл олон хүмүүс сайхан хувцасласан томоохон бизнес уулзалтын латин .
4295139148.jpg|0|Individuals in formal dress have their backs turned and appear to be talking to each other .|Албаны хувцастай хүмүүс нуруугаа эргүүлж, хоорондоо ярьж байгаа мэт харагдана.
4295263796.jpg|0|Male in poor area of the world using a bucket to pour water on himself .|Дэлхийн ядуу хэсэгт хувин ашиглан өөр дээрээ ус асгаж буй эрэгтэй .
4295279957.jpg|0|An older person wearing black shoes , brown loose-fitting pants , a green jacket , a scarf and a red hat is standing on a walkway looking off to the side .|Хар гутал, бор сул өмд, ногоон хүрэм, ороолт, улаан малгай өмссөн өндөр настай хүн явган хүний зам дээр хажуу тийшээ хараад зогсож байна.
4295295528.jpg|0|A man is sitting in the street eating fast food and using a cellphone .|Гудамжинд нэгэн эрэгтэй түргэн хоол идэж, гар утас хэрэглэж байна.
4295355954.jpg|0|The elderly artist is starting to paint a wonderful picture in the studio .|Ахмад зураач студидээ гайхалтай зураг зурж эхэлж байна .
4296373889.jpg|0|A man cleaning the park with a dark stripe hat , blue coat and dark blue jeans , with a dog on a leash holding a paper picker , along with a man who has a blue hat , yellow gloves , blue coat , light blue jeans , paper picker and bag .|Хар судалтай малгай, цэнхэр пальто, хар хөх жинсэн өмд өмссөн, оосортой нохой, цаас сонгогч барьсан эрэгтэй, цэнхэр малгайтай, шар бээлийтэй, цэнхэр пальтотой хүн цэцэрлэгт хүрээлэнг цэвэрлэж байна. , цайвар цэнхэр жинсэн өмд, цаас сонгогч, цүнх .
4296835667.jpg|0|A young woman wearing a blue coat and brown leggings getting ready to walk into a building , after riding her bicycle .|Цэнхэр пальто, бор леггинс өмссөн залуу эмэгтэй дугуйгаа унаад барилга руу орохоор бэлдэж байна.
4297110982.jpg|0|Some people are standing towards the back of the picture while there is a colorful wooden boat with planks of wood over the top of it for decoration .|Зарим хүмүүс зургийн ард зогсож байхад дээр нь гоёл чимэглэлийн зориулалтаар банзаар хийсэн өнгөлөг модон завь байна.
4297523137.jpg|0|A small child uses a grinding machine while wearing safety glasses .|Бага насны хүүхэд хамгаалалтын шил зүүж байгаад нунтаглагч машин ашиглаж байна .
4297527221.jpg|0|A man in plaid showing a young girl , also in plaid , how to drill a hole .|Цооног хэрхэн өрөмдөхийг залуухан охинд мөн давхар хувцастай эрэгтэй харуулж байна.
4297543039.jpg|0|A man with his head hung low while typing on a laptop computer .|Зөөврийн компьютер дээр бичиж байхдаа толгойгоо унжуулсан эрэгтэй .
42975444.jpg|0|A woman crafts a drawer with cardboard laid down in the background .|Эмэгтэй хүн цаасан картоноор шургуулга урлаж байна.
429825772.jpg|0|A young girl stands in yellow plaid shorts and a white top holding a wooden fishing rod as she stands at the boundary of a small pond , gazing at the camera .|Залуу охин шар өнгийн богино өмд өмсөж, цагаан оройтой модон саваа бариад жижиг цөөрмийн зааг дээр зогсоод камер ширтэн зогсож байна.
429851331.jpg|0|A brown dog holding something purple and black in its mouth .|Хүрэн нохой амандаа нил ягаан, хар юм барьсан .
4298870292.jpg|0|Several young children dressed in winter clothes play in the street outside of Stampen 's restaurant with the streetlights on while several adults are standing around .|Өвлийн хувцастай хэд хэдэн бага насны хүүхдүүд Стампэнгийн рестораны гадна гудамжинд гэрэлтүүлэг асаагаад тоглож байх хооронд хэдэн насанд хүрэгчид зогсож байна.
4299131799.jpg|0|Two People , one with a walking stick , are walking down the nature trail away from the camera .|Нэг нь таяг барьсан хоёр хүн камернаас хол байгалийн жимээр алхаж байна.
4299160955.jpg|0|"There is a line of various trucks with advertising on the side parked by the side of the road , with the "" Grilled Cheese Truck "" and the "" Calbi "" truck in focus ."|"Замын хажууд рекламтай янз бүрийн ачааны машинууд цувран зогсч, "" Шарсан бяслагны машин "", "" Калби "" ачааны машинууд анхаарал хандуулж байна."
4299244891.jpg|0|A dark-haired man wearing a dark t-shirt carving meat on a table .|Ширээн дээр мах сийлсэн хар цамц өмссөн хар үстэй эр .
4299331724.jpg|0|An older lady with red shoes , pink scarf , gray hat , and holding a bag , carrying on a conversation with an older man with red pants , green coat , and a green hat .|Улаан гуталтай, ягаан ороолттой, саарал малгайтай, цүнх барьсан хөгшин эмэгтэй улаан өмд, ногоон пальто, ногоон малгайтай өндөр настай эртэй яриа өрнүүлж байна.
4299926208.jpg|0|The owner and chef , wearing a black polo t-shirt and black pants , of YumYumBowls , a Thai food truck painted from red to yellow , standing at the side of his truck .|Хар поло цамц, хар өмд өмссөн YumYumBowls хэмээх Тайланд хоолны ачааны машины эзэн болон тогооч нь ачааны машиныхаа хажууд зогсож байна.
4300312038.jpg|0|A black man operates a crude machine pumping out a white powder in an equally crude room , he wears a blue cap , dress shirt , and smokes a cigarette .|Хар хүн ижилхэн бүдүүлэг өрөөнд цагаан нунтаг шахаж буй машин ажиллуулж, цэнхэр малгай өмсөж, цамц өмсөж, тамхи татдаг.
4300375062.jpg|0|Several people are sitting at a wooden table with many papers on it .|Олон цаастай модон ширээний ард хэдэн хүн сууж байна.
4300542033.jpg|0|A young boy is looking at a toddler starting to cry in front of an orange car .|Бага насны хүү улбар шар өнгийн машины өмнө уйлж эхлэхийг харж байна.
